1,0.00
2,0.00
3,0.00
4,0.00
5,0.00
6,0.00
7,0.00
8,0.00
9,0.00
10,0.00
11,0.00
12,0.00
13,0.00
14,0.00
15,0.00
16,0.00
17,0.00
18,0.00
19,0.00
20,0.00
21,0.00
22,0.00
23,0.00
24,0.00
25,0.00
26,0.00
27,0.00
28,0.00
29,0.01
30,0.01
31,0.02
32,0.03
33,0.05
34,0.07
35,0.12
36,0.19
37,0.31
38,0.51
39,0.81
40,1.32
41,2.13
42,3.46
43,5.60
44,9.08
45,14.67
46,23.76
47,38.37
48,62.21
49,100.65
50,162.74
